,GEO.display-label,2010,2011,2012,2013,2014,2015,2016,2017
1287,"South San Jose Hills CDP, California",12.2,14.1,16.2,16.6,19.2,19.9,17,16.6
1288,"South Taft CDP, California",32.6,15.4,12.1,16.9,20.5,19.9,16,18.1
1289,"South Whittier CDP, California",10.8,11.3,11.4,12.9,14.1,14,14,13.8
1290,"Spaulding CDP, California",3.5,5.8,4.5,4.4,2.9,2.3,3.1,6.5
1291,"Spreckels CDP, California",1.8,1.2,1.4,1.6,1.5,1.8,1.7,0
1292,"Spring Garden CDP, California",-,-,-,-,-,-,0,0
1293,"Spring Valley CDP (Lake County), California",26.8,34.6,35.1,35.1,30.8,31.4,27.8,24.9
1294,"Spring Valley CDP (San Diego County), California",9.8,10.9,12.7,11.5,12.8,12,14.2,11.6
1295,"Spring Valley Lake CDP, California",4.6,4.9,9.5,11.2,8.7,10.5,11.6,7.4
1296,"Springville CDP, California",4.6,5.5,12.1,19.8,25.3,30.1,36,45.8
1297,"Squaw Valley CDP, California",4.7,5,9.8,5.4,3.9,5.6,13.3,8.1
1298,"Squirrel Mountain Valley CDP, California",0,0,7.3,9,19.6,7.9,9.5,8.1
1299,"Stallion Springs CDP, California",1.2,13,12.7,13.1,6.8,9,12,14.7
1300,"Stanford CDP, California",20,18.1,19.8,17.3,19.8,21.8,21,21
1301,"Stanton city, California",15.7,15.9,16.9,19.6,21.8,21.8,22,21
1302,"Stevenson Ranch CDP, California",6.1,5.7,5,4.2,4.4,5.6,5.9,6.5
1303,"Stevinson CDP, California",19.2,0,0,0,0,9.3,12.8,14.5
1304,"Stinson Beach CDP, California",3.8,10.5,3.6,6.4,3.8,3.5,7,8.7
1305,"Stirling City CDP, California",9.4,11.1,28.4,13.4,0,53.4,51.6,42.3
1306,"Stockton city, California",19.8,22.1,23.3,24.3,25.8,25.3,23.7,22.4
1307,"Stonyford CDP, California",15.1,17.3,14.4,20.6,18.4,27.7,41.5,56.1
1308,"Storrie CDP, California",-,-,-,-,-,-,-,-
1309,"Stratford CDP, California",24.8,29,39.2,50.7,63.8,59.2,49,61.2
1310,"Strathmore CDP, California",36.6,32.7,32.8,36.9,36.1,50.8,57.8,59.7
1311,"Strawberry CDP (Marin County), California",7.2,8,11.8,10.6,13.7,14.2,10.3,7.5
1312,"Strawberry CDP (Tuolumne County), California",0,0,0,0,0,0,0,-
1313,"Sugarloaf Mountain Park CDP, California",-,-,-,-,-,-,-,-
1314,"Sugarloaf Saw Mill CDP, California",-,-,-,-,-,-,-,-
1315,"Sugarloaf Village CDP, California",0,0,0,0,0,0,0,0
1316,"Suisun City city, California",8.9,8.9,12,13.5,12.9,14.3,14.8,11.5
1317,"Sultana CDP, California",27.6,33,32.5,63.6,67.2,60.5,61.3,60.9
1318,"Summerland CDP, California",6.1,5.6,6.4,6.5,6.1,7.2,5.2,7.2
1319,"Sunnyside CDP, California",5,5.9,5.7,11.2,13.3,18.7,17.4,15.3
1320,"Sunnyside-Tahoe City CDP, California",7.5,4.6,2.6,2.7,5.6,6.8,6.9,8.9
1321,"Sunny Slopes CDP, California",0,0,0,0,0,0,0,0
1322,"Sunnyvale city, California",6.2,6.7,7.2,8.1,7.9,7.5,7,6.6
1323,"Sunol CDP, California",3.3,3.7,2.7,1.9,3.6,10.5,9.7,9
1324,"Sun Village CDP, California",14.3,13.9,14.4,15.1,16.8,18.6,23.5,24.3
1325,"Susanville city, California",17.4,18.2,19.5,22.1,24.1,22.6,22.8,20.7
1326,"Sutter CDP, California",5.9,7.5,9.9,10.6,8.9,8.5,5.2,3.4
1327,"Sutter Creek city, California",7.9,7.8,10.6,15.2,14.4,19,17.4,21.9
1328,"Swall Meadows CDP, California",0,0,0,4.6,3.1,2.1,4.6,15.8
1329,"Taft city, California",12.9,14.1,15.4,16.8,20.6,20.6,24.5,24.1
1330,"Taft Heights CDP, California",24.8,19.8,21.7,19.8,23.1,24.7,28.5,28.5
1331,"Taft Mosswood CDP, California",31,24.3,32.4,30,20,21.8,20.4,18.1
1332,"Tahoe Vista CDP, California",3.5,3.2,8.1,9.5,9.7,14.4,12.5,9.5
1333,"Tahoma CDP, California",7.3,6.7,9.4,10.9,11.2,13.6,6,10.9
1334,"Talmage CDP, California",60.7,39,42.6,28.2,21,10.9,20.8,17.5
1335,"Tamalpais-Homestead Valley CDP, California",3.8,4.3,4.3,5.2,4.6,4.3,3.5,3.1
1336,"Tara Hills CDP, California",5.5,7.7,10.4,13.9,14.2,12.3,9.4,10
1337,"Tarpey Village CDP, California",5.8,4.7,7.1,12.3,10.2,12.7,20.4,20.1
1338,"Taylorsville CDP, California",0,0,0,0,0,0,0,0
1339,"Tecopa CDP, California",13.9,13.3,13.4,26.9,52.2,48.4,45.1,37.9
1340,"Tehachapi city, California",14.3,14.1,13.8,12.4,17.4,22,18.4,18.6
1341,"Tehama city, California",17.9,14.9,15.5,16.4,10.1,17.1,15.6,18.4
1342,"Temecula city, California",8.2,9.5,8.9,8.5,8.2,7,6.7,6.8
1343,"Temelec CDP, California",7.6,7.8,9.9,11,10.1,9.2,8.7,6.9
1344,"Temescal Valley CDP, California",3.4,3,4.9,5.7,8.2,8,7.4,6.2
1345,"Temple City city, California",7.1,8.4,9.1,10,10.8,9.6,11,11.7
1346,"Templeton CDP, California",4.8,4.1,6.8,6.2,7.7,6.9,7.8,5.2
1347,"Tennant CDP, California",0,40,31.6,56.9,75.7,69,55.7,16.7
1348,"Terminous CDP, California",1.7,1.9,3.5,5.4,4.9,5.1,6.1,2.8
1349,"Terra Bella CDP, California",48,47.3,43.8,43.9,44.3,35.3,33.3,36.6
1350,"Teviston CDP, California",42,49.7,65.6,68.8,64.9,70.3,75.1,55.6
1351,"Thermal CDP, California",34.8,38.1,40.3,45,46.2,38.3,32.2,34.5
1352,"Thermalito CDP, California",20,24.6,32.2,30.9,31.5,32,30.2,24.2
1353,"Thornton CDP, California",13,26.8,33.9,39,35,37.6,29.1,22.9
1354,"Thousand Oaks city, California",5.1,6,6.4,6.8,7,6.2,6.5,5.7
1355,"Thousand Palms CDP, California",11.7,9.1,10.8,14.4,10.1,10.1,13.4,13.6
1356,"Three Rivers CDP, California",12.5,12.1,12.9,9.9,10.7,11.7,11,8.8
1357,"Three Rocks CDP, California",58.3,61,39,0,0,0,7,10.9
1358,"Tiburon town, California",3.7,4.4,5.6,4.9,4.3,3.6,3.6,2.5
1359,"Timber Cove CDP, California",0,1.2,1.6,1.6,15.9,18.1,17.3,17.6
1360,"Tipton CDP, California",12.6,13,14.6,14.7,20.2,33.1,34.7,35.4
1361,"Tobin CDP, California",-,-,100,100,100,100,100,-
1362,"Tomales CDP, California",0,0,0,0,14.2,13,9,8.8
1363,"Tonyville CDP, California",65.6,87.6,74.1,85.8,39.7,48.6,37.5,35.4
1364,"Tooleville CDP, California",80,65.1,56.5,32.6,9.6,7.9,25.1,27.3
1365,"Topanga CDP, California",4.8,6.8,5.8,5.9,5.6,5.1,4.1,5.3
1366,"Topaz CDP, California",-,0,0,0,31.7,35.1,92.2,93.4
1367,"Toro Canyon CDP, California",6,5.9,4.1,4.6,3.7,3.2,3.8,4.8
1368,"Torrance city, California",6.3,7.2,7.4,7.4,6.9,7,6.9,7.2
1369,"Tracy city, California",10.4,8.9,9.6,8.2,9.7,8.6,8.1,8.4
1370,"Tranquillity CDP, California",33.7,41.4,45.5,49.7,49.9,42.5,32.2,31.5
1371,"Traver CDP, California",32.5,24.5,32.6,31.1,35.8,39,46.1,39.9
1372,"Tres Pinos CDP, California",5.3,5.8,6.3,6.7,3.5,3.4,2.2,1.3
1373,"Trinidad city, California",10.8,8.7,9.6,13.2,13.1,5.9,6.2,4
1374,"Trinity Center CDP, California",15.3,9.2,3,23.1,16.3,17.1,12.9,11.4
1375,"Trinity Village CDP, California",9.4,8,7.5,16.6,21.8,23.1,24,25.4
1376,"Trona CDP, California",0,-,-,-,-,-,0,0
1377,"Trowbridge CDP, California",4,6.3,7.2,5.8,4.3,4.5,5.7,4.6
1378,"Truckee town, California",8.6,8.5,9.8,9.6,8.6,6.5,6.7,6.9
1379,"Tulare city, California",19.1,18.7,20.2,21.4,21.6,21.7,22.2,21.1
1380,"Tulelake city, California",30.4,28.7,26.9,27.1,22.2,27.3,31.7,35.9
1381,"Tuolumne City CDP, California",16,15.7,24.6,32.2,38.4,38.3,36.8,28.9
1382,"Tupman CDP, California",29.4,38.2,50.6,39.9,31.7,42.1,41.1,28.4
1383,"Turlock city, California",14.1,15.2,15.7,17.2,17.1,17.5,16.3,16.4
1384,"Tustin city, California",9.6,10.7,12.2,12.2,13.4,13.6,13.9,13.6
1385,"Tuttle CDP, California",0,0,0,0,0,-,0,0
1386,"Tuttletown CDP, California",18.6,17.1,13.5,8.6,3.2,1.5,8.8,9.6
1387,"Twain CDP, California",0,0,0,0,-,0,0,0
1388,"Twain Harte CDP, California",6.1,4.2,3.5,3.8,11.5,9.1,6.4,5.5
1389,"Twentynine Palms city, California",14.2,12.9,14.4,16.6,16.5,17.9,21.6,22.8
1390,"Twin Lakes CDP, California",15.3,14.5,14.6,19.7,16.8,15.6,21.9,23.5
1391,"Ukiah city, California",15.5,18.3,21.7,22.4,22.9,26.5,22.8,20
1392,"Union City city, California",7.3,7.7,7.7,8.4,8.4,8.1,7.9,7.1
1393,"Upland city, California",8.9,9.6,11.5,13.5,14.8,15.5,15.6,14
1394,"Upper Lake CDP, California",12.3,12.8,25.7,28.5,24,32.4,35.6,13.5
1395,"Vacaville city, California",7,7.7,8.7,9.9,9.6,10.7,9.9,8.8
1396,"Valinda CDP, California",8.8,9.5,11.1,12.5,14.4,12.5,11.6,11.8
1397,"Vallecito CDP, California",11.7,7,13.8,9.5,3.1,4.1,6.1,7
1398,"Vallejo city, California",13.9,15,16,17.5,18.3,18.3,16.9,15.4
1399,"Valle Vista CDP, California",11.8,13.6,19.3,21.6,23.4,23.2,20.9,18.7
1400,"Valley Acres CDP, California",5.2,4.8,6.7,6.5,6.6,7.5,10.5,6.5
1401,"Valley Center CDP, California",6.6,6,6.1,5.9,7.2,8.5,9.2,9.3
1402,"Valley Ford CDP, California",0,0,0,32.3,81.4,85.2,86,86.9
1403,"Valley Home CDP, California",28.2,33.9,30.7,19.2,15.4,10.3,7.1,4.8
1404,"Valley Ranch CDP, California",18.5,14.7,26.8,40.3,32.4,0,0,0
1405,"Valley Springs CDP, California",7.9,8.2,11.5,11,16,16.9,17.5,18.1
1406,"Valley Wells CDP, California",-,-,-,-,-,-,-,-
1407,"Val Verde CDP, California",9.1,16.8,18.6,20.1,18.7,16.8,10.8,8.2
1408,"Vandenberg AFB CDP, California",10.7,14.6,11.8,12.6,8.8,6.4,5.4,6
1409,"Vandenberg Village CDP, California",1.9,4.2,3.9,6.1,5.9,7.7,6.6,7.3
1410,"Verdi CDP, California",0,0,0,34.8,37,26.2,12.6,13.6
1411,"Vernon city, California",9.4,18.8,18.6,20,5.1,2.4,40.6,1.3
1412,"Victor CDP, California",25.5,16.4,59.7,72.1,42.5,43.2,42.7,2.3
1413,"Victorville city, California",19.4,21.8,23.7,25.3,26.3,26,25,23.3
1414,"View Park-Windsor Hills CDP, California",6.8,6.7,8.1,8.3,8.6,8.7,9.6,10.4
1415,"Villa Park city, California",2.3,2.9,2.8,1.9,2.1,3.7,5.4,4.7
1416,"Vina CDP, California",18.1,33.6,21.1,22.7,10.6,16,11.7,26.9
1417,"Vincent CDP, California",12.1,10.1,10.2,10.5,11.5,8.4,7.7,7.7
1418,"Vine Hill CDP, California",17.6,14.9,14.8,19.1,17.8,18.4,17.4,17.4
1419,"Vineyard CDP, California",10.4,12.2,13.4,12.9,13.2,13.5,11.8,10.7
1420,"Visalia city, California",15.6,16.3,17.2,19.2,20.5,21.3,22.1,20.3
1421,"Vista city, California",13.8,14.8,15.2,16,16.6,17.8,17,15.4
1422,"Vista Santa Rosa CDP, California",16.8,22.3,22.7,31.1,29.6,23.6,20.7,18.4
1423,"Volcano CDP, California",0,0,0,0,-,0,0,0
1424,"Volta CDP, California",27.6,19,19.5,15.5,9.7,0,0,0
1425,"Contra Costa Centre CDP, California",6.9,7.1,6.4,8.2,8.9,9.9,11.2,8.8
1426,"Walker CDP, California",26.7,24.8,26.5,21,3.3,8.9,14.7,17.1
1427,"Wallace CDP, California",19.4,0,0,0,0,0,0,0
1428,"Walnut city, California",4.9,4.9,5,6.2,6.6,6.7,7.7,8.1
1429,"Walnut Creek city, California",4.4,4.2,4.5,5.3,6,5.9,6.5,7
1430,"Walnut Grove CDP, California",16.2,13.8,14.5,18.2,12.7,15.8,12.3,7.9
1431,"Walnut Park CDP, California",27.6,26.9,23.4,21.7,22.3,19.1,20.5,19.3
1432,"Warm Springs CDP, California",9.4,13.3,10.1,7.6,13,7.5,9.7,21.5
1433,"Warner Valley CDP, California",-,-,0,0,0,0,0,-
1434,"Wasco city, California",26.3,26.7,28.4,32.4,32.2,32.7,29.5,28
1435,"Washington CDP, California",48.6,100,100,100,100,75,24.1,23.1
1436,"Waterford city, California",21.3,17.8,18.2,23.3,24.5,25,24,24.9
1437,"Waterloo CDP, California",0,0,0,0,0,0,11.9,7.7
1438,"Watsonville city, California",18.7,20.4,21.1,20.7,20.6,19.7,17.6,15.6
1439,"Waukena CDP, California",10.4,8.1,16.3,17.1,11.6,12.6,12,7.4
1440,"Wawona CDP, California",4.2,0,52.4,53.9,53.9,31.6,23.2,16
1441,"Weaverville CDP, California",10.3,14.7,13.5,13.8,13.5,15.8,19.4,18.4
1442,"Weed city, California",17.5,31.4,32.3,34.5,31.2,32.9,22.7,22.1
1443,"Weedpatch CDP, California",37.8,36.4,41.8,46.8,45.8,42.8,52.8,54.6
1444,"Weldon CDP, California",21.8,27.4,33.7,32.7,27.2,29.3,20.8,21.2
1445,"Weott CDP, California",8,18.4,28.8,33.1,25.7,12.2,11.4,9.1
1446,"West Athens CDP, California",21.2,21,23.6,28.6,28.8,25.7,22.9,19.7
1447,"West Bishop CDP, California",8.6,7.9,5.9,4.1,4.1,3,2.6,2.2
1448,"West Carson CDP, California",6.6,6.2,8.6,9.6,9.4,8.2,11.3,8.9
1449,"West Covina city, California",8.7,8.9,9.3,10,10.8,10.3,10.5,10
1450,"West Goshen CDP, California",5.3,58.6,82,78.5,81.8,76.4,80.5,76.7
1451,"Westhaven-Moonstone CDP, California",17.2,18.7,12.7,15.4,15.8,17,11.9,10
1452,"West Hollywood city, California",13.2,14.9,15,15.8,15.1,15.3,13.7,13.2
1453,"Westlake Village city, California",3.4,3.4,3,3.9,4.9,6.1,6.2,5.9
1454,"Westley CDP, California",45,32.1,45.8,49.9,73.2,60.6,56.4,25.8
1455,"West Menlo Park CDP, California",4.1,4.3,3.1,3.3,3.8,4,3.7,4.8
1456,"Westminster city, California",12.9,13.7,15.3,16.7,17.8,17.8,17.9,17.6
1457,"West Modesto CDP, California",29.1,38.9,42.3,38.2,45.3,41.2,36.1,30
1458,"Westmont CDP, California",29.6,33.4,32.5,34.4,35.9,37,32.3,33.2
1459,"Westmorland city, California",23.1,24.3,26.4,34,41.7,42.4,39.6,35.1
1460,"West Park CDP, California",14.8,21.2,21.1,25,28.8,27.1,19,19.9
1461,"West Point CDP, California",36.2,27.3,33.5,34.5,39.2,36.8,35.3,24.4
1462,"West Puente Valley CDP, California",11.8,12.3,11.1,11.9,11,8.6,8.8,8.9
1463,"West Rancho Dominguez CDP, California",12.2,16.9,16.9,17.2,18.6,20.3,21.1,20.5
1464,"West Sacramento city, California",16.6,18.9,18.8,19.9,20.8,17.7,16.3,16.9
1465,"West Whittier-Los Nietos CDP, California",10,8.9,9.4,10.1,10.9,8.9,10.3,9
1466,"Westwood CDP, California",16.4,18.8,24.7,23.7,21.1,24.2,22.8,10
1467,"Wheatland city, California",17.9,21.8,16.6,19.3,19.3,18.1,13.9,11.3
1468,"Whitehawk CDP, California",0,0,0,0,0,0,0,0
1469,"Whitewater CDP, California",5.1,4.7,4.5,25.4,43.7,47,40.3,41.8
1470,"Whitley Gardens CDP, California",12,0,0,0,0,0,0,0
1471,"Whittier city, California",9.2,10.1,11.2,12.4,13,12.5,11.8,12.1
1472,"Wildomar city, California",10.8,10.6,13,13.9,13.7,15,16.1,12.7
1473,"Wilkerson CDP, California",3.9,4.5,3,2.9,2,0.5,1.1,0.8
1474,"Williams city, California",13.4,13.7,13.7,12.3,14.5,15.7,13.9,14.9
1475,"Willits city, California",23.6,22.8,31.3,30.2,26.2,30.7,31,27.4
1476,"Willowbrook CDP, California",25.4,25,31.5,33.1,31.4,29.4,28,25
1477,"Willow Creek CDP, California",17.6,21.8,18.2,29.1,38.2,39.2,37.2,34
1478,"Willows city, California",22.2,25.4,26.5,17.6,20.4,18.7,18.4,19.9
1479,"Wilsonia CDP, California",-,-,-,-,-,-,-,-
1480,"Wilton CDP, California",6.8,11.5,14.2,15.3,15.4,11.2,12.1,7.7
1481,"Winchester CDP, California",19.8,18.5,20.7,18.3,17.5,14.1,19.3,15.5
1482,"Windsor town, California",5,4.1,4.4,3.3,4.6,4.1,4.3,4.2
1483,"Winter Gardens CDP, California",7.4,9.9,11.5,11.7,10.8,12.8,12.3,11.6
1484,"Winterhaven CDP, California",48,45.6,76.5,76.8,31.1,45.6,22.2,42.1
1485,"Winters city, California",9.2,9.5,4.9,4.3,4.7,5.3,8.2,8
1486,"Winton CDP, California",30.7,28.1,26.1,25.5,26.8,24.4,21.9,25.3
1487,"Wofford Heights CDP, California",31.1,37.6,31.1,25.3,20.6,2.6,3.8,4.7
1488,"Woodacre CDP, California",2.5,1.8,4.4,2.3,2.2,2.8,3.2,2.9
1489,"Woodbridge CDP, California",15.9,16.1,18.7,15.1,12,9.3,9.9,7.8
1490,"Woodcrest CDP, California",6.9,7.3,6.6,6.9,10.2,8.9,8.1,8.5
1491,"Woodlake city, California",28.2,26.1,25.7,26.1,26.9,29.9,33.2,36.9
1492,"Woodland city, California",11.2,11.3,11.6,12.7,14.6,14,13.6,13
1493,"Woodlands CDP, California",10.5,9.1,9.3,0,0,0,0,0
1494,"Woodside town, California",3.7,3.9,4.1,4.6,3.8,4.5,4.6,4.3
1495,"Woodville CDP, California",26.5,31.8,37.6,45.8,47.8,51.8,50.6,49.7
1496,"Wrightwood CDP, California",5.5,4,4.6,4.6,11.8,11.6,11.4,12
1497,"Yankee Hill CDP, California",32,33.3,24.6,28.9,42.1,29.3,37.5,35.9
1498,"Yettem CDP, California",0,0.4,0,0,0,44.3,90.5,63
1499,"Yolo CDP, California",36.4,36.7,26.4,6.4,4.3,4.7,7.8,9.2
1500,"Yorba Linda city, California",2.3,2.7,2.8,3.1,3,3.6,3.8,3.8
1501,"Yosemite Lakes CDP, California",4.7,5.7,8.2,11.5,11.5,12.1,13.8,14.6
1502,"Yosemite Valley CDP, California",12.2,5.3,12.9,10.4,10.1,10.7,16.3,17.7
1503,"Yountville city, California",5.3,5.3,3.6,5.4,6.3,7.2,6.4,6.1
1504,"Yreka city, California",23,25,29.8,32.2,36.1,34.3,31.2,27.5
1505,"Yuba City city, California",14.3,15,17.1,17.5,18,18.5,18.3,17.6
1506,"Yucaipa city, California",10.4,10.3,11.7,13.8,16.4,16.7,17.5,14.5
1507,"Yucca Valley town, California",13.5,15.5,17,20.5,19.8,21,22,21.2
1508,"Zayante CDP, California",9.8,11.7,10.4,13.4,6,7.7,7.3,6.4
